,business_status,formatted_address,geometry,icon,id,name,opening_hours,photos,place_id,plus_code,rating,reference,types,user_ratings_total,permanently_closed,tag,price_level,results
166,CLOSED_TEMPORARILY,"Pether, Carambolim, Bainguinim, Goa 403104, India","{'location': {'lat': 15.4810819, 'lng': 73.9232871}, 'viewport': {'northeast': {'lat': 15.48245742989272, 'lng': 73.92454187989271}, 'southwest': {'lat': 15.47975777010728, 'lng': 73.92184222010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,a69bbe331c4fc92469419acfe1a71ebc7f219508,Missionaries of Charity-Mogadan,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108973858745388924456"">Tasveer_wala_Rishi</a>'], 'photo_reference': 'CmRZAAAAf4BXo8IQHocgP17FfwJg0yhWtG_Mf3sqrDDsmhzsclyeyGNdU7HdVx_JuDdU0OWpYJQTKck56BsbE1nFBEuDVgLWKN0iGTCSYt8QRKXbAe6g-x48h-Q5Eu94kZULPtwhEhBlkk8F7RQ_wlfZW4l9l4wdGhTnduBieo-2_grtA3eE4N1RY7iHQg', 'width': 4160}]",ChIJrTFKJLu-vzsRR9O9YZmmzME,"{'compound_code': 'FWJF+C8 Carambolim, Corlim, Goa', 'global_code': '7J7MFWJF+C8'}",4.2,ChIJrTFKJLu-vzsRR9O9YZmmzME,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",9,TRUE,church,,
167,CLOSED_TEMPORARILY,"St Cruz, Goa 403005, India","{'location': {'lat': 15.4761208, 'lng': 73.8447963}, 'viewport': {'northeast': {'lat': 15.47743887989272, 'lng': 73.84614917989272}, 'southwest': {'lat': 15.47473922010728, 'lng': 73.84344952010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,dbab02de4411f3e738b39879fa07f175622d2d0b,Santa Cruz Church,,"[{'height': 3552, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105983702729775389328"">WALTER Tucker</a>'], 'photo_reference': 'CmRaAAAAJWNpci_FcyghBygyY6bPwZL4jWcK5FwpZQISvpjlghLnakkufmsztuX1Z2FF-EbSjto26VfRB2dn0e4C-if2Y1e65Nub15w8uDjgUZcn9d5jdfzKX5PRO2LkzNW8eK5bEhCoybtgSKPmez7hMogc5bK0GhQCVpUlhZ2wlV37X2wAnd7ANE61kA', 'width': 2112}]",ChIJXUdVIFm_vzsR3203CpoRWx0,"{'compound_code': 'FRGV+CW St Cruz, Goa', 'global_code': '7J7MFRGV+CW'}",4.5,ChIJXUdVIFm_vzsR3203CpoRWx0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",365,TRUE,church,,
168,CLOSED_TEMPORARILY,"Britona Road, Bardez, Goa 403101, India","{'location': {'lat': 15.5090234, 'lng': 73.8433361}, 'viewport': {'northeast': {'lat': 15.51024732989273, 'lng': 73.84474377989274}, 'southwest': {'lat': 15.50754767010728, 'lng': 73.84204412010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,b504bf823133ac084f6fc423bb4db5a3bd4478e1,Church of Our Lady of Penha de França,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109287371760966739618"">Abraham Regis Raj Putti</a>'], 'photo_reference': 'CmRaAAAAioQmjIzw2TaVBx0sSYX_UU6PpM8fOHDseiuqCqE7HFAkta1NWJkuwXN3RAlB6pORITN-SxyQsW8hxBxzyIPtSL-qjABss1JgmLYja7c-LeYAT4fyUwh9krpgf6KHILDoEhCtXtAzG88CmBiWNxT5TcsJGhQVAOThU-cJRU3h88pJ8JIORCX9DQ', 'width': 4160}]",ChIJawURi4C_vzsRUvuoqhrIpiM,"{'compound_code': 'GR5V+J8 Alto Porvorim, Penha de França, Goa', 'global_code': '7J7MGR5V+J8'}",4.6,ChIJawURi4C_vzsRUvuoqhrIpiM,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",104,TRUE,church,,
169,OPERATIONAL,"Unnamed Road, Chimbel, Goa 403006, India","{'location': {'lat': 15.4879408, 'lng': 73.8734156}, 'viewport': {'northeast': {'lat': 15.48926132989272, 'lng': 73.87478702989272}, 'southwest': {'lat': 15.48656167010728, 'lng': 73.87208737010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,893bced81d7e3e0436084fafaaa55cb618995b91,Bethel Prayer House Indiranagar Chimbel Goa,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116545068706334387459"">shravan nelaturu</a>'], 'photo_reference': 'CmRaAAAAMtxrehnpPd23GmrstNgdF9f4YGu6nvEEIvMSJ4mAOVwpO1njUbu8OLyvQWVQ7dJmyV-OLXIq_d8iuHcP9RODAxTX30yi8ZmIvc3fGv3GPjwvkNW4CXhMvz1MkGY1YuW7EhAWY3Jhy3jLa4ANXUJg-PcuGhTw2VYvjr4fRdrpnENBF4iyJqRfiw', 'width': 1920}]",ChIJv-6KWRa_vzsRYVvd94d-dP4,"{'compound_code': 'FVQF+59 Chimbel, Goa', 'global_code': '7J7MFVQF+59'}",5,ChIJv-6KWRa_vzsRYVvd94d-dP4,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",1,,church,,
170,CLOSED_TEMPORARILY,"Montfort Vocational Training Centre, NH 4A, Mangaddo, Corlim, Goa 403110, India","{'location': {'lat': 15.4954486, 'lng': 73.93694649999999}, 'viewport': {'northeast': {'lat': 15.49654817989272, 'lng': 73.93819492989272}, 'southwest': {'lat': 15.49384852010728, 'lng': 73.93549527010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,4a9849d2653358ed4fa79f5040cef3c99ec8a73a,Yeshua shalom church,,,ChIJF1q-csq9vzsRs014E2kNrY4,"{'compound_code': 'FWWP+5Q Mangaddo, Gandaulim, Goa', 'global_code': '7J7MFWWP+5Q'}",0,ChIJF1q-csq9vzsRs014E2kNrY4,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",0,TRUE,church,,
171,OPERATIONAL,"Ilhas,, Ribandar, Goa 403006, India","{'location': {'lat': 15.4984317, 'lng': 73.8627433}, 'viewport': {'northeast': {'lat': 15.49984772989272, 'lng': 73.86412092989272}, 'southwest': {'lat': 15.49714807010728, 'lng': 73.86142127010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,daf0650b41069d4af25517bbd721b625016c3120,Chimbel chapel,,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104523414918543378952"">Saeesh Kandolkar</a>'], 'photo_reference': 'CmRaAAAA5LJSvUE_1ZRbFpwPLzsWS0CI_vynxa82xgmc28rMFdWlkpAegaGNXxx6B1m60a0_IuJpdVYjwMuz--OuiVQchMeD4-tUdLB6EvpFmgbHWED9eC4FKJUY2mMLsw8A4P_3EhCFSs7xu3mJbc4rvzeF23XaGhQesdhDpze3mVlqmFma3wvCJHju1g', 'width': 4608}]",ChIJmaY--XK_vzsRf-YPP68S8yc,"{'compound_code': 'FVX7+93 Ribandar, Goa', 'global_code': '7J7MFVX7+93'}",4.2,ChIJmaY--XK_vzsRf-YPP68S8yc,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",82,,church,,
172,CLOSED_TEMPORARILY,"Fondvem, Panaji, Goa 403006, India","{'location': {'lat': 15.5054662, 'lng': 73.8653606}, 'viewport': {'northeast': {'lat': 15.50676137989272, 'lng': 73.86671962989273}, 'southwest': {'lat': 15.50406172010728, 'lng': 73.86401997010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,d223f5c11603ab8ea4ccb1110c1cc0d7b94ab2f0,Our Lady Of Ajuda Church,,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114633333405968587637"">AKASH SARAF</a>'], 'photo_reference': 'CmRaAAAAsSnmfg8ORIIQpaROPDLH8_jKG6JJaTgOqFCrT4BxksA_5UHJaCsvTslT-Tg1w-luPUSJ5tFGiAJbcEF3SXyCaRiLG6ah_PbvahjmjEF61DGaSBTqLBus2TcWGYXeyLrcEhDwI7SoHhRyzpEQD-wZYfCDGhQh590EEEMVVmjWr7Ln78JQC1LRZQ', 'width': 4000}]",ChIJm5OvMnW_vzsRy9mWfd3vqxo,"{'compound_code': 'GV48+54 Panaji, Goa', 'global_code': '7J7MGV48+54'}",4.6,ChIJm5OvMnW_vzsRy9mWfd3vqxo,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",22,TRUE,church,,
173,CLOSED_TEMPORARILY,"Jua, St Estevam Island, Goa 403106, India","{'location': {'lat': 15.5300722, 'lng': 73.9412631}, 'viewport': {'northeast': {'lat': 15.53135132989272, 'lng': 73.94260942989271}, 'southwest': {'lat': 15.52865167010727, 'lng': 73.93990977010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,12442eda986adc105a7baee690d9da7cbe0af5fc,St. Stephen's Church,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116791436737653404778"">A Google User</a>'], 'photo_reference': 'CmRZAAAAWpp_O3FZhIiu__u1pPrD42CRzsIHCNg8SQk1fkhQMGLXvA1cgH2fnpUZp0rTQ00qVEnJ2pURBJYE8xStQT9KLCsMeEks9u7HgZ5pV78VPuf9ywQUkFozFD9kMJIVor_TEhBbZ1Umg45AdiTowmzyq3c7GhSHTR_3fSFQZpd5VvoYB6ivVpw2Bw', 'width': 4160}]",ChIJG6lbUtm9vzsRg_bluI3a36k,"{'compound_code': 'GWJR+2G St Estevam Island, Goa', 'global_code': '7J7MGWJR+2G'}",4.7,ChIJG6lbUtm9vzsRg_bluI3a36k,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",54,TRUE,church,,
174,CLOSED_TEMPORARILY,"406, 4th Floor, Gera Imperium 2, above Ritz Classic Restaurant, Patto Centre, Panaji, Goa 403001, India","{'location': {'lat': 15.4933117, 'lng': 73.83624189999999}, 'viewport': {'northeast': {'lat': 15.49462622989272, 'lng': 73.83761522989272}, 'southwest': {'lat': 15.49192657010728, 'lng': 73.83491557010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,3a2c46a875dda20f9ad854757c7c15c72c6ed896,Bible Church Goa,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110384831806251172422"">Bible Church Goa</a>'], 'photo_reference': 'CmRaAAAAVbvDEIQaX4zINiGQ0kPi71trVHyGKeihuPUfzSqQqj4RKdsH_js5Lkua_xREcaOViorapoSC8e5f_PcWlnLNtioZFcozPeM56qQv-FGzSCz9MT7asKzMj61d9gGySDy2EhColUEEt7Wb_bxutlQwoB3YGhT-WbSaR6w1yxMc7XE_kGOvf9j77Q', 'width': 4032}]",ChIJA03QsezAvzsRpCtFdbh5sOE,"{'compound_code': 'FRVP+8F Patto Centre, Panaji, Goa', 'global_code': '7J7MFRVP+8F'}",5,ChIJA03QsezAvzsRpCtFdbh5sOE,"['church', 'place_of_worship', 'health', 'point_of_interest', 'establishment']",15,TRUE,church,,
175,CLOSED_TEMPORARILY,"Chorao, Goa 403102, India","{'location': {'lat': 15.5226144, 'lng': 73.87016059999999}, 'viewport': {'northeast': {'lat': 15.52400177989272, 'lng': 73.8715754298927}, 'southwest': {'lat': 15.52130212010728, 'lng': 73.86887577010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,e547f65897c7e0b71645fc347c4416c3bfe84807,Our Lady of Grace Church,,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102181826020175337198"">Jimmy Vazhakatt Devasia</a>'], 'photo_reference': 'CmRaAAAAJ4_NgpUMUiLmQIgIEFatoC_4UpumIc6wQZupcowOHEgB0DHBGUgLWyYrkpiL9C70SGS5Jp_yt9JaJ48SUIptP2uSs4a8RuQg3EQerme7c9m7bKMYeb9s9LscvotHDfaSEhB7MsZeUyr-5_FHTc0ndPdPGhTY0P-dO07LFdYaCTi4UsXouwy6rQ', 'width': 3096}]",ChIJC4GQZry_vzsRuMwWkx515fg,"{'compound_code': 'GVFC+23 Chorao, Goa', 'global_code': '7J7MGVFC+23'}",4.2,ChIJC4GQZry_vzsRuMwWkx515fg,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",17,TRUE,church,,
176,CLOSED_TEMPORARILY,"Ilhas, Ribandar, Goa 403006, India","{'location': {'lat': 15.5043478, 'lng': 73.865231}, 'viewport': {'northeast': {'lat': 15.50569897989272, 'lng': 73.86657962989271}, 'southwest': {'lat': 15.50299932010728, 'lng': 73.86387997010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_general-71.png,f48b54c9e4c15be543fb6f8d728dc284e9b9a234,St. Mary's Orthodox Syrian Church,,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106269100592234157006"">Sibi Thomas Kurian</a>'], 'photo_reference': 'CmRaAAAAWvtpki35JjD_KUKA_iRLY3pVFWxT2veMJDW62X0piAhtOj-nCTDYmdleTTcf4Cd-PAfxEFWorgHCn7uqDJO5Bs-rLexli5qW356CWAMBYT9QsxuXuVRSwUAw3SLRfEY1EhA7or8LiUHXhlV5B_UhfATnGhQ0mWtgM9IPr8vQoXzawjLhabOehg', 'width': 4608}]",ChIJiw2b1HS_vzsRkh-yRSpLLPo,"{'compound_code': 'GV38+P3 Ribandar, Goa', 'global_code': '7J7MGV38+P3'}",4.5,ChIJiw2b1HS_vzsRkh-yRSpLLPo,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",53,TRUE,church,,
177,CLOSED_TEMPORARILY,"Chorao, Goa 403102, India","{'location': {'lat': 15.5213846, 'lng': 73.87080929999999}, 'viewport': {'northeast': {'lat': 15.52276817989272, 'lng': 73.87199122989273}, 'southwest': {'lat': 15.52006852010728, 'lng': 73.86929157010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,550b6fa7b579cf463735d91423a5b713f01d4f31,Temple Hanuman,,,ChIJnegXm7y_vzsR27Ko5RI0Wb8,"{'compound_code': 'GVCC+H8 Chorao, Goa', 'global_code': '7J7MGVCC+H8'}",5,ChIJnegXm7y_vzsR27Ko5RI0Wb8,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",1,TRUE,hindu_temple,,
178,CLOSED_TEMPORARILY,"Chimbel, Goa 403006, India","{'location': {'lat': 15.4908881, 'lng': 73.8756293}, 'viewport': {'northeast': {'lat': 15.49222052989272, 'lng': 73.87697352989272}, 'southwest': {'lat': 15.48952087010728, 'lng': 73.87427387010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,cde4fc13f90178622c37187fe11cfbf74416a8af,Devi Chimulkarin Temple,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110273977302765970487"">soham satardekar</a>'], 'photo_reference': 'CmRaAAAAHlk6OKfcHPQLpojuWt37Y7i853_qxCSipG1AlOVY_yO7DUAt6yCN_hPYQm1U2t83VJ8Rr8iU5UZlJpuX5NqRV97a4FVmBv7RDVAx5nYagb7-9uSNEgERb8in98062pzZEhAcpT2TiSa9PgpLNTyPpE_TGhQ1h82bE04PcblbykV8lGn4aO1wdg', 'width': 1920}]",ChIJwcsSNhe_vzsRG9eYPKRzRtY,"{'compound_code': 'FVRG+97 Chimbel, Goa', 'global_code': '7J7MFVRG+97'}",4.4,ChIJwcsSNhe_vzsRG9eYPKRzRtY,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",14,TRUE,hindu_temple,,
179,CLOSED_TEMPORARILY,"Cumbarjua, Goa 403107, India","{'location': {'lat': 15.5173199, 'lng': 73.9469227}, 'viewport': {'northeast': {'lat': 15.51859612989272, 'lng': 73.94821682989271}, 'southwest': {'lat': 15.51589647010728, 'lng': 73.94551717010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,f736fe1238f02bbb53ac6113487556c021bd8a93,Dattatreya Temple,,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103697774809925733568"">Suraj Raikar</a>'], 'photo_reference': 'CmRaAAAAcBzRvk_XKtdhQs8Y9aUuWG6xKvtNYXpe-5gsICQQX7Tu34dvGhiWC-FsWdnKazP2dvUJBdNKngC64vi3FVeuxrLY9iP4BVN362kcFGJrFDakSYMlDYsXbiSTmJxXbCi7EhDUbhOKilxHWYZ0XWCXoy_1GhQDWiTXJsrSMLBXUW8p_qfE4ve74Q', 'width': 4128}]",ChIJe8vHb9K9vzsRh76Q0HOuGIg,"{'compound_code': 'GW8W+WQ Cumbarjua, Goa', 'global_code': '7J7MGW8W+WQ'}",4.5,ChIJe8vHb9K9vzsRh76Q0HOuGIg,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",4,TRUE,hindu_temple,,
180,CLOSED_TEMPORARILY,"Golwada, Goa 403107, India","{'location': {'lat': 15.5349835, 'lng': 73.93319919999999}, 'viewport': {'northeast': {'lat': 15.53629967989272, 'lng': 73.93448352989272}, 'southwest': {'lat': 15.53360002010728, 'lng': 73.93178387010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,33aa9096193b18e3272e4445ffa9103670bd2ab6,Shri Pandurang Temple,,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117963654915998369143"">Urvi Onsker</a>'], 'photo_reference': 'CmRaAAAAvY842SH3GbTyWlNNii9Ke-jiU2ZH6ioGvmLenWOy96Geabf6KE4H8qy2b2L0OTKp9WxQkC7fe69qrqIgUVIoUzIUkt-oiCQjAq4aB2iiVeO9qfL3RQv7Xw2EyfdqjoaiEhC2WGO01z2FyuZNyqIHvgtCGhQkisaGDkweLPm6Z2y1dkLzNU4Zvw', 'width': 4160}]",ChIJ0b6GKXW-vzsRa0qfThUbrOk,"{'compound_code': 'GWMM+X7 Golwada, Goa', 'global_code': '7J7MGWMM+X7'}",4.7,ChIJ0b6GKXW-vzsRa0qfThUbrOk,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",6,TRUE,hindu_temple,,
181,CLOSED_TEMPORARILY,"Chimbel, Goa 403006, India","{'location': {'lat': 15.4917437, 'lng': 73.8751029}, 'viewport': {'northeast': {'lat': 15.49316192989272, 'lng': 73.87649132989272}, 'southwest': {'lat': 15.49046227010728, 'lng': 73.87379167010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,12f822cc6bc38525aa84975703562edd7434c2c7,Hanuman Temple,,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104523414918543378952"">Saeesh Kandolkar</a>'], 'photo_reference': 'CmRaAAAA4JMFVXbheKXlr4KXiQf_GrIg6OMR0hN-fpxxL7oIB2jtl9Fr1eJTbbbPFykjmwq1tldl2jqlViF6y1J0CGNM7NQKG5n6n9Nv_1byfOQddJdM4MFYd95FuZYdzpzsjunPEhChN85NkM5Q6cjdoc0J-3Q7GhT2ImXHDochOoZkOAZYkSjQhxN0Vw', 'width': 4608}]",ChIJJVhPzhC_vzsR_AuVwriI3Bk,"{'compound_code': 'FVRG+M2 Chimbel, Goa', 'global_code': '7J7MFVRG+M2'}",3.9,ChIJJVhPzhC_vzsR_AuVwriI3Bk,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",13,TRUE,hindu_temple,,
182,CLOSED_TEMPORARILY,"Shri Gajanan Temple, local Wada, Goltim-Navelim, Diwaddi Goa, Navelim, Goa 403403, India","{'location': {'lat': 15.5264729, 'lng': 73.89769079999999}, 'viewport': {'northeast': {'lat': 15.52781852989272, 'lng': 73.89909082989271}, 'southwest': {'lat': 15.52511887010728, 'lng': 73.89639117010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,c117e61eb1940e79ad806607795c4eb77c97055a,Shri Gajanan Temple,,"[{'height': 2581, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104664364271321386704"">Shyam Gaude</a>'], 'photo_reference': 'CmRaAAAA--ClZ_mpQ1vOof_-AglOA-IHnrZCVL48sQTkB_TJobk6F1Nn2DDsYWJgzphfn_U8hqxOFSsudoAulSwawURzXmUIiiUmsA9XNb7-z238cCvBF5T6Xw_ZMh-U7WYzZoLFEhD8oy9by2Qz9ZdI33LxqKbCGhRUr9sqZEBL01VmRCBN2lD93r5t0A', 'width': 1714}]",ChIJk3DJ106-vzsRANeoxWyUXFc,"{'compound_code': 'GVGX+H3 Navelim, Goa', 'global_code': '7J7MGVGX+H3'}",4.6,ChIJk3DJ106-vzsRANeoxWyUXFc,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",5,TRUE,hindu_temple,,
183,CLOSED_TEMPORARILY,"403107, Banastarim Bridge, Carambolim, Banastarim, Goa 403110, India","{'location': {'lat': 15.4895615, 'lng': 73.9635414}, 'viewport': {'northeast': {'lat': 15.49094172989272, 'lng': 73.96491112989271}, 'southwest': {'lat': 15.48824207010728, 'lng': 73.96221147010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,2c8c8b6748618fe913599e329decb60e6e037baa,Shri Betal Temple,,,ChIJDTf1S2q8vzsRYUjfc1-SPXM,"{'compound_code': 'FXQ7+RC Carambolim, Corlim, Goa', 'global_code': '7J7MFXQ7+RC'}",1,ChIJDTf1S2q8vzsRYUjfc1-SPXM,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",1,TRUE,hindu_temple,,
184,CLOSED_TEMPORARILY,"Cumbarjua, Goa 403107, India","{'location': {'lat': 15.5133906, 'lng': 73.9448802}, 'viewport': {'northeast': {'lat': 15.51495272989272, 'lng': 73.94642107989272}, 'southwest': {'lat': 15.51225307010728, 'lng': 73.94372142010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,34dc40deb4e556558b71075ff3defa39a425fdd5,Shree Mahadev Temple,,,ChIJtQmVKi28vzsRtjtfFqVOpco,"{'compound_code': 'GW7V+9X Cumbarjua, Goa', 'global_code': '7J7MGW7V+9X'}",4.8,ChIJtQmVKi28vzsRtjtfFqVOpco,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",4,TRUE,hindu_temple,,
185,OPERATIONAL,"Carambolim, Azossim, Goa 403104, India","{'location': {'lat': 15.4669414, 'lng': 73.92292599999999}, 'viewport': {'northeast': {'lat': 15.46828467989272, 'lng': 73.92430577989273}, 'southwest': {'lat': 15.46558502010727, 'lng': 73.92160612010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,8b1d41b05d01b686b6d4c05d2e2e130dc4dc3226,Mahadev Temple,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108602455036098232337"">Raj marshelkar</a>'], 'photo_reference': 'CmRaAAAAk79wHmsAe1gXXnvKLBZLmeRUq3eaKWA45TiKPC6YACRYYvGIqXmEkVb1aWTwJKLM_iTCnLIrNFlTr_QeabGFrVfybjKJObbu9VvPlR_K5bfN3dP-xKXH4EhkcgUBZClTEhBKTExQx4iXYo4HSTpsZqsMGhQl_Kinb1HKClm8risvyT0b5CX5mw', 'width': 4160}]",ChIJm6mrt7K-vzsRCAApcfdEgd0,"{'compound_code': 'FW8F+Q5 Carambolim, Corlim, Goa', 'global_code': '7J7MFW8F+Q5'}",4,ChIJm6mrt7K-vzsRCAApcfdEgd0,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",10,,hindu_temple,,
186,CLOSED_TEMPORARILY,"Carambolim, Boma, Goa 403115, India","{'location': {'lat': 15.47486, 'lng': 73.96350610000002}, 'viewport': {'northeast': {'lat': 15.47623322989272, 'lng': 73.96505182989272}, 'southwest': {'lat': 15.47353357010728, 'lng': 73.96235217010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,f371add96395195d952bbe28b5beae2b29c13db0,Shiv Temple,,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117118784138564365937"">Anindya Sunder Sen</a>'], 'photo_reference': 'CmRaAAAAUBZF1N_TWZ6KHXChKK-3FBSOfYq1ARag6-US_7t9Uu626QceXXSHTo_dZYxOc6ljfGBGNPS3If09HchNCSwkmGv08k5qIzq6VkCRuemq2JPIG38mg1lXiQmRBkg-iAehEhDDzQBEjdKC0nL1WfLQvI8lGhRIygc2Lit5WZ1NY4BaYh7zVSNPVw', 'width': 4032}]",ChIJq0qbdnS8vzsRHLcn561E3QE,"{'compound_code': 'FXF7+WC Carambolim, Corlim, Goa', 'global_code': '7J7MFXF7+WC'}",5,ChIJq0qbdnS8vzsRHLcn561E3QE,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",2,TRUE,hindu_temple,,
187,CLOSED_TEMPORARILY,"Tiswadi, Goa 403006, India","{'location': {'lat': 15.4861676, 'lng': 73.872423}, 'viewport': {'northeast': {'lat': 15.48756802989272, 'lng': 73.87384547989272}, 'southwest': {'lat': 15.48486837010728, 'lng': 73.87114582010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,ffee15d65bb6fddbe97f382dd6156777e1e1596f,Mahadev Temple,,"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111780580737389069220"">Manjunath Bhat</a>'], 'photo_reference': 'CmRaAAAAKJwBE5VffaqzQ1o5xwl90_-3U6xWe20sNE4QxlvgLT6GMkIw6EB2AGzUZQZXc27tXzNPkCz8sUoxPYI07kfX4fpQvq1aBn9Jh6uDMezT-wQ0TISr1N9cBy8qNLuZhlMLEhChtyAhleQ55GFLHHWMpx0WGhTtIyucTTAvrTWKIwcpwG7gW3CIQg', 'width': 2448}]",ChIJL4tKFxa_vzsRI0v6h-fkvzM,"{'compound_code': 'FVPC+FX Tiswadi, Goa', 'global_code': '7J7MFVPC+FX'}",4.6,ChIJL4tKFxa_vzsRI0v6h-fkvzM,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",29,TRUE,hindu_temple,,
188,CLOSED_TEMPORARILY,"moula Gancim, Maina, Goa 403108, India","{'location': {'lat': 15.4637097, 'lng': 73.8985994}, 'viewport': {'northeast': {'lat': 15.46509227989272, 'lng': 73.89991187989271}, 'southwest': {'lat': 15.46239262010728, 'lng': 73.89721222010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/worship_hindu-71.png,7bde5a92be7f4819dedf792423a7f39142d16073,Shri Sateri Temple,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108913217024076254809"">Paresh Naik</a>'], 'photo_reference': 'CmRaAAAAwaiVKf4qpKbXXq4WDJARQIkhQC6wwFdI73GLbW6lrRSpLYypliNNcTkWstSyE9G4mEeC9kWKNjl-8WYhkCB5O70gpgmVSSABVAMb3bMkscY6m1_IIOzK58URy-Q-69GsEhBrpAMp2qQL3CFdCbp4f8FPGhS9pKVz7s41ZfZbjalkZxCorfSMVw', 'width': 4160}]",ChIJtxHgOi25vzsRMCW5PfD41QA,"{'compound_code': 'FV7X+FC Maina, Goa', 'global_code': '7J7MFV7X+FC'}",4.5,ChIJtxHgOi25vzsRMCW5PfD41QA,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",14,TRUE,hindu_temple,,
